Simulation_ID,Total_Points,Out_of_Range_Count,Risk_Percentage
sim4620,9,2,22.22222222222222
sim4621,9,8,88.88888888888889
sim4622,9,8,88.88888888888889
sim4623,9,7,77.77777777777779
sim4624,9,8,88.88888888888889
sim4625,9,7,77.77777777777779
sim4626,9,5,55.55555555555556
sim4627,9,8,88.88888888888889
sim4628,9,2,22.22222222222222
sim4629,9,8,88.88888888888889
sim4630,9,5,55.55555555555556
sim4631,9,8,88.88888888888889
sim4632,9,4,44.44444444444444
sim4633,9,5,55.55555555555556
sim4634,9,4,44.44444444444444
sim4635,9,8,88.88888888888889
sim4636,9,2,22.22222222222222
sim4637,9,8,88.88888888888889
sim4638,9,8,88.88888888888889
sim4639,9,9,100.0
sim4640,9,8,88.88888888888889
sim4641,9,8,88.88888888888889
sim4642,9,8,88.88888888888889
sim4643,9,4,44.44444444444444
sim4644,9,8,88.88888888888889
sim4645,9,2,22.22222222222222
sim4646,9,8,88.88888888888889
sim4647,9,4,44.44444444444444
sim4648,9,7,77.77777777777779
sim4649,9,3,33.33333333333333
sim4650,9,6,66.66666666666666
sim4651,9,2,22.22222222222222
sim4652,9,8,88.88888888888889
sim4653,9,8,88.88888888888889
sim4654,9,9,100.0
sim4655,9,8,88.88888888888889
sim4656,9,4,44.44444444444444
sim4657,9,8,88.88888888888889
sim4658,9,8,88.88888888888889
sim4659,9,7,77.77777777777779
sim4660,9,5,55.55555555555556
sim4661,9,6,66.66666666666666
sim4662,9,7,77.77777777777779
sim4663,9,5,55.55555555555556
sim4664,9,2,22.22222222222222
sim4665,9,7,77.77777777777779
sim4666,9,2,22.22222222222222
sim4667,9,6,66.66666666666666
sim4668,9,8,88.88888888888889
sim4669,9,2,22.22222222222222
sim4670,9,3,33.33333333333333
sim4671,9,8,88.88888888888889
sim4672,9,8,88.88888888888889
sim4673,9,7,77.77777777777779
sim4674,9,3,33.33333333333333
sim4675,9,8,88.88888888888889
sim4676,9,8,88.88888888888889
sim4677,9,4,44.44444444444444
sim4678,9,2,22.22222222222222
sim4679,9,2,22.22222222222222
sim4680,9,6,66.66666666666666
sim4681,9,1,11.11111111111111
sim4682,9,6,66.66666666666666
sim4683,9,8,88.88888888888889
sim4684,9,7,77.77777777777779
sim4685,9,8,88.88888888888889
sim4686,9,8,88.88888888888889
sim4687,9,2,22.22222222222222
sim4688,9,8,88.88888888888889
sim4689,9,7,77.77777777777779
sim4690,9,4,44.44444444444444
sim4691,9,8,88.88888888888889
sim4692,9,4,44.44444444444444
sim4693,9,5,55.55555555555556
sim4694,9,7,77.77777777777779
sim4695,9,7,77.77777777777779
sim4696,9,8,88.88888888888889
sim4697,9,4,44.44444444444444
sim4698,9,2,22.22222222222222
sim4699,9,5,55.55555555555556
sim4700,9,9,100.0
sim4701,9,7,77.77777777777779
sim4702,9,7,77.77777777777779
sim4703,9,2,22.22222222222222
sim4704,9,4,44.44444444444444
sim4705,9,5,55.55555555555556
sim4706,9,9,100.0
sim4707,9,3,33.33333333333333
sim4708,9,3,33.33333333333333
sim4709,9,7,77.77777777777779
sim4710,9,4,44.44444444444444
sim4711,9,8,88.88888888888889
sim4712,9,5,55.55555555555556
sim4713,9,8,88.88888888888889
sim4714,9,6,66.66666666666666
sim4715,9,4,44.44444444444444
sim4716,9,8,88.88888888888889
sim4717,9,8,88.88888888888889
sim4718,9,2,22.22222222222222
sim4719,9,7,77.77777777777779
sim4720,9,9,100.0
sim4721,9,8,88.88888888888889
sim4722,9,9,100.0
sim4723,9,7,77.77777777777779
sim4724,9,3,33.33333333333333
sim4725,9,8,88.88888888888889
sim4726,9,3,33.33333333333333
sim4727,9,5,55.55555555555556
sim4728,9,5,55.55555555555556
sim4729,9,5,55.55555555555556
sim4730,9,4,44.44444444444444
sim4731,9,0,0.0
sim4732,9,8,88.88888888888889
sim4733,9,1,11.11111111111111
sim4734,9,5,55.55555555555556
sim4735,9,7,77.77777777777779
sim4736,9,8,88.88888888888889
sim4737,9,5,55.55555555555556
sim4738,9,3,33.33333333333333
sim4739,9,3,33.33333333333333
sim4740,9,8,88.88888888888889
sim4741,9,9,100.0
sim4742,9,4,44.44444444444444
sim4743,9,8,88.88888888888889
sim4744,9,7,77.77777777777779
sim4745,9,8,88.88888888888889
sim4746,9,7,77.77777777777779
sim4747,9,1,11.11111111111111
sim4748,9,5,55.55555555555556
sim4749,9,4,44.44444444444444
sim4750,9,5,55.55555555555556
sim4751,9,4,44.44444444444444
sim4752,9,7,77.77777777777779
sim4753,9,4,44.44444444444444
sim4754,9,7,77.77777777777779
sim4755,9,4,44.44444444444444
sim4756,9,8,88.88888888888889
sim4757,9,3,33.33333333333333
sim4758,9,2,22.22222222222222
sim4759,9,8,88.88888888888889
sim4760,9,8,88.88888888888889
sim4761,9,8,88.88888888888889
sim4762,9,8,88.88888888888889
sim4763,9,3,33.33333333333333
sim4764,9,8,88.88888888888889
sim4765,9,3,33.33333333333333
sim4766,9,3,33.33333333333333
sim4767,9,4,44.44444444444444
sim4768,9,5,55.55555555555556
sim4769,9,3,33.33333333333333
sim4770,9,7,77.77777777777779
sim4771,9,6,66.66666666666666
sim4772,9,3,33.33333333333333
sim4773,9,8,88.88888888888889
sim4774,9,9,100.0
sim4775,9,6,66.66666666666666
sim4776,9,8,88.88888888888889
sim4777,9,9,100.0
sim4778,9,5,55.55555555555556
sim4779,9,7,77.77777777777779
sim4780,9,6,66.66666666666666
sim4781,9,8,88.88888888888889
sim4782,9,2,22.22222222222222
sim4783,9,3,33.33333333333333
sim4784,9,4,44.44444444444444
sim4785,9,8,88.88888888888889
sim4786,9,2,22.22222222222222
sim4787,9,4,44.44444444444444
sim4788,9,9,100.0
sim4789,9,8,88.88888888888889
sim4790,9,8,88.88888888888889
sim4791,9,3,33.33333333333333
sim4792,9,8,88.88888888888889
sim4793,9,5,55.55555555555556
sim4794,9,2,22.22222222222222
sim4795,9,8,88.88888888888889
sim4796,9,3,33.33333333333333
sim4797,9,5,55.55555555555556
sim4798,9,3,33.33333333333333
sim4799,9,6,66.66666666666666
sim4800,9,5,55.55555555555556
sim4801,9,7,77.77777777777779
sim4802,9,7,77.77777777777779
sim4803,9,6,66.66666666666666
sim4804,9,8,88.88888888888889
sim4805,9,4,44.44444444444444
sim4806,9,5,55.55555555555556
sim4807,9,6,66.66666666666666
sim4808,9,2,22.22222222222222
sim4809,9,5,55.55555555555556
sim4810,9,8,88.88888888888889
sim4811,9,7,77.77777777777779
sim4812,9,8,88.88888888888889
sim4813,9,2,22.22222222222222
sim4814,9,7,77.77777777777779
sim4815,9,8,88.88888888888889
sim4816,9,1,11.11111111111111
sim4817,9,8,88.88888888888889
sim4818,9,5,55.55555555555556
sim4819,9,8,88.88888888888889
sim4820,9,8,88.88888888888889
sim4821,9,5,55.55555555555556
sim4822,9,6,66.66666666666666
sim4823,9,8,88.88888888888889
sim4824,9,5,55.55555555555556
sim4825,9,8,88.88888888888889
sim4826,9,8,88.88888888888889
sim4827,9,8,88.88888888888889
sim4828,9,3,33.33333333333333
sim4829,9,6,66.66666666666666
sim4830,9,3,33.33333333333333
sim4831,9,8,88.88888888888889
sim4832,9,8,88.88888888888889
sim4833,9,2,22.22222222222222
sim4834,9,8,88.88888888888889
sim4835,9,4,44.44444444444444
sim4836,9,8,88.88888888888889
sim4837,9,8,88.88888888888889
sim4838,9,8,88.88888888888889
sim4839,9,8,88.88888888888889
sim4840,9,8,88.88888888888889
sim4841,9,8,88.88888888888889
sim4842,9,8,88.88888888888889
sim4843,9,8,88.88888888888889
sim4844,9,4,44.44444444444444
sim4845,9,3,33.33333333333333
sim4846,9,8,88.88888888888889
sim4847,9,3,33.33333333333333
sim4848,9,5,55.55555555555556
sim4849,9,4,44.44444444444444
sim4850,9,8,88.88888888888889
sim4851,9,8,88.88888888888889
sim4852,9,2,22.22222222222222
sim4853,9,8,88.88888888888889
sim4854,9,8,88.88888888888889
sim4855,9,8,88.88888888888889
sim4856,9,5,55.55555555555556
sim4857,9,2,22.22222222222222
sim4858,9,5,55.55555555555556
sim4859,9,8,88.88888888888889
sim4860,9,1,11.11111111111111
sim4861,9,7,77.77777777777779
sim4862,9,6,66.66666666666666
sim4863,9,3,33.33333333333333
sim4864,9,6,66.66666666666666
sim4865,9,8,88.88888888888889
sim4866,9,4,44.44444444444444
sim4867,9,8,88.88888888888889
sim4868,9,4,44.44444444444444
sim4869,9,4,44.44444444444444
sim4870,9,7,77.77777777777779
sim4871,9,7,77.77777777777779
sim4872,9,8,88.88888888888889
sim4873,9,2,22.22222222222222
sim4874,9,4,44.44444444444444
sim4875,9,4,44.44444444444444
sim4876,9,2,22.22222222222222
sim4877,9,8,88.88888888888889
sim4878,9,8,88.88888888888889
sim4879,9,7,77.77777777777779
sim4880,9,8,88.88888888888889
sim4881,9,7,77.77777777777779
sim4882,9,5,55.55555555555556
sim4883,9,8,88.88888888888889
sim4884,9,2,22.22222222222222
sim4885,9,8,88.88888888888889
sim4886,9,5,55.55555555555556
sim4887,9,8,88.88888888888889
sim4888,9,4,44.44444444444444
sim4889,9,5,55.55555555555556
sim4890,9,4,44.44444444444444
sim4891,9,8,88.88888888888889
sim4892,9,2,22.22222222222222
sim4893,9,8,88.88888888888889
sim4894,9,8,88.88888888888889
sim4895,9,9,100.0
sim4896,9,8,88.88888888888889
sim4897,9,8,88.88888888888889
sim4898,9,8,88.88888888888889
sim4899,9,4,44.44444444444444
sim4900,9,8,88.88888888888889
sim4901,9,2,22.22222222222222
sim4902,9,8,88.88888888888889
sim4903,9,4,44.44444444444444
sim4904,9,7,77.77777777777779
sim4905,9,3,33.33333333333333
sim4906,9,6,66.66666666666666
sim4907,9,2,22.22222222222222
sim4908,9,8,88.88888888888889
sim4909,9,8,88.88888888888889
sim4910,9,9,100.0
sim4911,9,8,88.88888888888889
sim4912,9,4,44.44444444444444
sim4913,9,8,88.88888888888889
sim4914,9,8,88.88888888888889
sim4915,9,7,77.77777777777779
sim4916,9,5,55.55555555555556
sim4917,9,6,66.66666666666666
sim4918,9,7,77.77777777777779
sim4919,9,5,55.55555555555556
sim4920,9,2,22.22222222222222
sim4921,9,7,77.77777777777779
sim4922,9,2,22.22222222222222
sim4923,9,6,66.66666666666666
sim4924,9,8,88.88888888888889
sim4925,9,2,22.22222222222222
sim4926,9,3,33.33333333333333
sim4927,9,8,88.88888888888889
sim4928,9,8,88.88888888888889
sim4929,9,7,77.77777777777779
sim4930,9,3,33.33333333333333
sim4931,9,8,88.88888888888889
sim4932,9,8,88.88888888888889
sim4933,9,4,44.44444444444444
sim4934,9,2,22.22222222222222
sim4935,9,2,22.22222222222222
sim4936,9,6,66.66666666666666
sim4937,9,1,11.11111111111111
sim4938,9,6,66.66666666666666
sim4939,9,8,88.88888888888889
sim4940,9,7,77.77777777777779
sim4941,9,8,88.88888888888889
sim4942,9,8,88.88888888888889
sim4943,9,2,22.22222222222222
sim4944,9,8,88.88888888888889
sim4945,9,7,77.77777777777779
sim4946,9,4,44.44444444444444
sim4947,9,8,88.88888888888889
sim4948,9,4,44.44444444444444
sim4949,9,5,55.55555555555556
sim4950,9,7,77.77777777777779
sim4951,9,7,77.77777777777779
sim4952,9,8,88.88888888888889
sim4953,9,4,44.44444444444444
sim4954,9,2,22.22222222222222
sim4955,9,5,55.55555555555556
sim4956,9,9,100.0
sim4957,9,7,77.77777777777779
sim4958,9,7,77.77777777777779
sim4959,9,2,22.22222222222222
sim4960,9,4,44.44444444444444
sim4961,9,5,55.55555555555556
sim4962,9,9,100.0
sim4963,9,3,33.33333333333333
sim4964,9,3,33.33333333333333
sim4965,9,7,77.77777777777779
sim4966,9,4,44.44444444444444
sim4967,9,8,88.88888888888889
sim4968,9,5,55.55555555555556
sim4969,9,8,88.88888888888889
sim4970,9,6,66.66666666666666
sim4971,9,4,44.44444444444444
sim4972,9,8,88.88888888888889
sim4973,9,8,88.88888888888889
sim4974,9,2,22.22222222222222
sim4975,9,7,77.77777777777779
sim4976,9,9,100.0
sim4977,9,8,88.88888888888889
sim4978,9,9,100.0
sim4979,9,7,77.77777777777779
sim4980,9,3,33.33333333333333
sim4981,9,8,88.88888888888889
sim4982,9,3,33.33333333333333
sim4983,9,5,55.55555555555556
sim4984,9,5,55.55555555555556
sim4985,9,5,55.55555555555556
sim4986,9,4,44.44444444444444
sim4987,9,0,0.0
sim4988,9,8,88.88888888888889
sim4989,9,1,11.11111111111111
sim4990,9,5,55.55555555555556
sim4991,9,7,77.77777777777779
sim4992,9,8,88.88888888888889
sim4993,9,5,55.55555555555556
sim4994,9,3,33.33333333333333
sim4995,9,3,33.33333333333333
sim4996,9,8,88.88888888888889
sim4997,9,9,100.0
sim4998,9,4,44.44444444444444
sim4999,9,8,88.88888888888889
sim5000,9,7,77.77777777777779
sim5001,9,8,88.88888888888889
sim5002,9,7,77.77777777777779
sim5003,9,1,11.11111111111111
sim5004,9,5,55.55555555555556
sim5005,9,4,44.44444444444444
sim5006,9,5,55.55555555555556
sim5007,9,4,44.44444444444444
sim5008,9,7,77.77777777777779
sim5009,9,4,44.44444444444444
sim5010,9,7,77.77777777777779
sim5011,9,4,44.44444444444444
sim5012,9,8,88.88888888888889
sim5013,9,3,33.33333333333333
sim5014,9,2,22.22222222222222
sim5015,9,8,88.88888888888889
sim5016,9,8,88.88888888888889
sim5017,9,8,88.88888888888889
sim5018,9,8,88.88888888888889
sim5019,9,3,33.33333333333333
sim5020,9,8,88.88888888888889
sim5021,9,3,33.33333333333333
sim5022,9,3,33.33333333333333
sim5023,9,4,44.44444444444444
sim5024,9,5,55.55555555555556
sim5025,9,3,33.33333333333333
sim5026,9,7,77.77777777777779
sim5027,9,6,66.66666666666666
sim5028,9,3,33.33333333333333
sim5029,9,8,88.88888888888889
sim5030,9,9,100.0
sim5031,9,6,66.66666666666666
sim5032,9,8,88.88888888888889
sim5033,9,9,100.0
sim5034,9,6,66.66666666666666
sim5035,9,7,77.77777777777779
sim5036,9,6,66.66666666666666
sim5037,9,8,88.88888888888889
sim5038,9,2,22.22222222222222
sim5039,9,3,33.33333333333333
sim5040,9,4,44.44444444444444
sim5041,9,8,88.88888888888889
sim5042,9,2,22.22222222222222
sim5043,9,4,44.44444444444444
sim5044,9,9,100.0
sim5045,9,8,88.88888888888889
sim5046,9,8,88.88888888888889
sim5047,9,3,33.33333333333333
sim5048,9,8,88.88888888888889
sim5049,9,5,55.55555555555556
sim5050,9,2,22.22222222222222
sim5051,9,8,88.88888888888889
sim5052,9,3,33.33333333333333
sim5053,9,5,55.55555555555556
sim5054,9,3,33.33333333333333
sim5055,9,6,66.66666666666666
sim5056,9,5,55.55555555555556
sim5057,9,7,77.77777777777779
sim5058,9,7,77.77777777777779
sim5059,9,6,66.66666666666666
sim5060,9,8,88.88888888888889
sim5061,9,4,44.44444444444444
sim5062,9,5,55.55555555555556
sim5063,9,6,66.66666666666666
sim5064,9,2,22.22222222222222
sim5065,9,5,55.55555555555556
sim5066,9,8,88.88888888888889
sim5067,9,7,77.77777777777779
sim5068,9,8,88.88888888888889
sim5069,9,2,22.22222222222222
sim5070,9,7,77.77777777777779
sim5071,9,8,88.88888888888889
sim5072,9,1,11.11111111111111
sim5073,9,8,88.88888888888889
sim5074,9,5,55.55555555555556
sim5075,9,8,88.88888888888889
sim5076,9,8,88.88888888888889
sim5077,9,5,55.55555555555556
sim5078,9,6,66.66666666666666
sim5079,9,8,88.88888888888889
sim5080,9,5,55.55555555555556
sim5081,9,8,88.88888888888889
sim5082,9,8,88.88888888888889
sim5083,9,8,88.88888888888889
sim5084,9,3,33.33333333333333
sim5085,9,6,66.66666666666666
sim5086,9,3,33.33333333333333
sim5087,9,8,88.88888888888889
sim5088,9,8,88.88888888888889
sim5089,9,2,22.22222222222222
sim5090,9,8,88.88888888888889
sim5091,9,3,33.33333333333333
sim5092,9,8,88.88888888888889
sim5093,9,8,88.88888888888889
sim5094,9,8,88.88888888888889
sim5095,9,8,88.88888888888889
sim5096,9,8,88.88888888888889
sim5097,9,8,88.88888888888889
sim5098,9,8,88.88888888888889
sim5099,9,8,88.88888888888889
sim5100,9,4,44.44444444444444
sim5101,9,3,33.33333333333333
sim5102,9,8,88.88888888888889
sim5103,9,3,33.33333333333333
sim5104,9,5,55.55555555555556
sim5105,9,4,44.44444444444444
sim5106,9,8,88.88888888888889
sim5107,9,8,88.88888888888889
sim5108,9,2,22.22222222222222
sim5109,9,8,88.88888888888889
sim5110,9,8,88.88888888888889
sim5111,9,8,88.88888888888889
sim5112,9,5,55.55555555555556
sim5113,9,2,22.22222222222222
sim5114,9,5,55.55555555555556
sim5115,9,8,88.88888888888889
sim5116,9,1,11.11111111111111
sim5117,9,7,77.77777777777779
sim5118,9,6,66.66666666666666
sim5119,9,3,33.33333333333333
sim5120,9,6,66.66666666666666
sim5121,9,8,88.88888888888889
sim5122,9,4,44.44444444444444
sim5123,9,8,88.88888888888889
sim5124,9,4,44.44444444444444
sim5125,9,4,44.44444444444444
sim5126,9,7,77.77777777777779
sim5127,9,7,77.77777777777779
sim5128,9,8,88.88888888888889
sim5129,9,2,22.22222222222222
sim5130,9,4,44.44444444444444
sim5131,9,4,44.44444444444444
sim5132,9,2,22.22222222222222
sim5133,9,8,88.88888888888889
sim5134,9,8,88.88888888888889
sim5135,9,7,77.77777777777779
sim5136,9,8,88.88888888888889
sim5137,9,7,77.77777777777779
sim5138,9,5,55.55555555555556
sim5139,9,8,88.88888888888889
sim5140,9,2,22.22222222222222
sim5141,9,8,88.88888888888889
sim5142,9,4,44.44444444444444
sim5143,9,8,88.88888888888889
sim5144,9,4,44.44444444444444
sim5145,9,5,55.55555555555556
sim5146,9,4,44.44444444444444
sim5147,9,8,88.88888888888889
sim5148,9,2,22.22222222222222
sim5149,9,8,88.88888888888889
sim5150,9,8,88.88888888888889
sim5151,9,9,100.0
sim5152,9,8,88.88888888888889
sim5153,9,8,88.88888888888889
sim5154,9,8,88.88888888888889
sim5155,9,4,44.44444444444444
sim5156,9,8,88.88888888888889
sim5157,9,2,22.22222222222222
sim5158,9,8,88.88888888888889
sim5159,9,4,44.44444444444444
sim5160,9,7,77.77777777777779
sim5161,9,3,33.33333333333333
sim5162,9,6,66.66666666666666
sim5163,9,2,22.22222222222222
sim5164,9,8,88.88888888888889
sim5165,9,8,88.88888888888889
sim5166,9,9,100.0
sim5167,9,8,88.88888888888889
sim5168,9,4,44.44444444444444
sim5169,9,8,88.88888888888889
sim5170,9,8,88.88888888888889
sim5171,9,7,77.77777777777779
sim5172,9,5,55.55555555555556
sim5173,9,6,66.66666666666666
sim5174,9,7,77.77777777777779
sim5175,9,5,55.55555555555556
sim5176,9,2,22.22222222222222
sim5177,9,7,77.77777777777779
sim5178,9,2,22.22222222222222
sim5179,9,6,66.66666666666666
sim5180,9,8,88.88888888888889
sim5181,9,2,22.22222222222222
sim5182,9,3,33.33333333333333
sim5183,9,8,88.88888888888889
sim5184,9,8,88.88888888888889
sim5185,9,7,77.77777777777779
sim5186,9,3,33.33333333333333
sim5187,9,8,88.88888888888889
sim5188,9,8,88.88888888888889
sim5189,9,4,44.44444444444444
sim5190,9,2,22.22222222222222
sim5191,9,2,22.22222222222222
sim5192,9,6,66.66666666666666
sim5193,9,1,11.11111111111111
sim5194,9,6,66.66666666666666
sim5195,9,8,88.88888888888889
sim5196,9,7,77.77777777777779
sim5197,9,8,88.88888888888889
sim5198,9,8,88.88888888888889
sim5199,9,2,22.22222222222222
sim5200,9,8,88.88888888888889
sim5201,9,7,77.77777777777779
sim5202,9,4,44.44444444444444
sim5203,9,8,88.88888888888889
sim5204,9,4,44.44444444444444
sim5205,9,5,55.55555555555556
sim5206,9,7,77.77777777777779
sim5207,9,7,77.77777777777779
sim5208,9,8,88.88888888888889
sim5209,9,4,44.44444444444444
sim5210,9,2,22.22222222222222
sim5211,9,5,55.55555555555556
sim5212,9,9,100.0
sim5213,9,7,77.77777777777779
sim5214,9,7,77.77777777777779
sim5215,9,2,22.22222222222222
sim5216,9,4,44.44444444444444
sim5217,9,5,55.55555555555556
sim5218,9,9,100.0
sim5219,9,3,33.33333333333333
sim5220,9,3,33.33333333333333
sim5221,9,7,77.77777777777779
sim5222,9,4,44.44444444444444
sim5223,9,8,88.88888888888889
sim5224,9,5,55.55555555555556
sim5225,9,8,88.88888888888889
sim5226,9,6,66.66666666666666
sim5227,9,4,44.44444444444444
sim5228,9,8,88.88888888888889
sim5229,9,8,88.88888888888889
sim5230,9,2,22.22222222222222
sim5231,9,7,77.77777777777779
sim5232,9,9,100.0
sim5233,9,8,88.88888888888889
sim5234,9,9,100.0
sim5235,9,7,77.77777777777779
sim5236,9,3,33.33333333333333
sim5237,9,8,88.88888888888889
sim5238,9,3,33.33333333333333
sim5239,9,5,55.55555555555556
sim5240,9,5,55.55555555555556
sim5241,9,5,55.55555555555556
sim5242,9,4,44.44444444444444
sim5243,9,0,0.0
sim5244,9,8,88.88888888888889
sim5245,9,1,11.11111111111111
sim5246,9,5,55.55555555555556
sim5247,9,7,77.77777777777779
sim5248,9,8,88.88888888888889
sim5249,9,5,55.55555555555556
sim5250,9,3,33.33333333333333
sim5251,9,3,33.33333333333333
sim5252,9,8,88.88888888888889
sim5253,9,9,100.0
sim5254,9,4,44.44444444444444
sim5255,9,8,88.88888888888889
sim5256,9,7,77.77777777777779
sim5257,9,8,88.88888888888889
sim5258,9,7,77.77777777777779
sim5259,9,1,11.11111111111111
sim5260,9,5,55.55555555555556
sim5261,9,4,44.44444444444444
sim5262,9,5,55.55555555555556
sim5263,9,4,44.44444444444444
sim5264,9,7,77.77777777777779
sim5265,9,4,44.44444444444444
sim5266,9,7,77.77777777777779
sim5267,9,4,44.44444444444444
sim5268,9,8,88.88888888888889
sim5269,9,3,33.33333333333333
sim5270,9,2,22.22222222222222
sim5271,9,8,88.88888888888889
sim5272,9,8,88.88888888888889
sim5273,9,8,88.88888888888889
sim5274,9,8,88.88888888888889
sim5275,9,3,33.33333333333333
sim5276,9,8,88.88888888888889
sim5277,9,3,33.33333333333333
sim5278,9,3,33.33333333333333
sim5279,9,4,44.44444444444444
sim5280,9,5,55.55555555555556
sim5281,9,3,33.33333333333333
sim5282,9,7,77.77777777777779
sim5283,9,6,66.66666666666666
sim5284,9,3,33.33333333333333
sim5285,9,8,88.88888888888889
sim5286,9,9,100.0
sim5287,9,6,66.66666666666666
sim5288,9,8,88.88888888888889
sim5289,9,9,100.0
sim5290,9,5,55.55555555555556
sim5291,9,7,77.77777777777779
sim5292,9,6,66.66666666666666
sim5293,9,8,88.88888888888889
sim5294,9,2,22.22222222222222
sim5295,9,3,33.33333333333333
sim5296,9,4,44.44444444444444
sim5297,9,8,88.88888888888889
sim5298,9,2,22.22222222222222
sim5299,9,4,44.44444444444444
sim5300,9,9,100.0
sim5301,9,8,88.88888888888889
sim5302,9,8,88.88888888888889
sim5303,9,3,33.33333333333333
sim5304,9,8,88.88888888888889
sim5305,9,5,55.55555555555556
sim5306,9,2,22.22222222222222
sim5307,9,8,88.88888888888889
sim5308,9,3,33.33333333333333
sim5309,9,5,55.55555555555556
sim5310,9,3,33.33333333333333
sim5311,9,6,66.66666666666666
sim5312,9,5,55.55555555555556
sim5313,9,7,77.77777777777779
sim5314,9,7,77.77777777777779
sim5315,9,6,66.66666666666666
sim5316,9,8,88.88888888888889
sim5317,9,4,44.44444444444444
sim5318,9,5,55.55555555555556
sim5319,9,6,66.66666666666666
sim5320,9,2,22.22222222222222
sim5321,9,5,55.55555555555556
sim5322,9,8,88.88888888888889
sim5323,9,7,77.77777777777779
sim5324,9,8,88.88888888888889
sim5325,9,2,22.22222222222222
sim5326,9,7,77.77777777777779
sim5327,9,7,77.77777777777779
sim5328,9,1,11.11111111111111
sim5329,9,8,88.88888888888889
sim5330,9,5,55.55555555555556
sim5331,9,8,88.88888888888889
sim5332,9,8,88.88888888888889
sim5333,9,5,55.55555555555556
sim5334,9,6,66.66666666666666
sim5335,9,8,88.88888888888889
sim5336,9,5,55.55555555555556
sim5337,9,8,88.88888888888889
sim5338,9,8,88.88888888888889
sim5339,9,8,88.88888888888889
sim5340,9,3,33.33333333333333
sim5341,9,6,66.66666666666666
sim5342,9,3,33.33333333333333
sim5343,9,8,88.88888888888889
sim5344,9,8,88.88888888888889
sim5345,9,2,22.22222222222222
sim5346,9,8,88.88888888888889
sim5347,9,3,33.33333333333333
sim5348,9,8,88.88888888888889
sim5349,9,8,88.88888888888889
sim5350,9,8,88.88888888888889
sim5351,9,8,88.88888888888889
sim5352,9,8,88.88888888888889
sim5353,9,8,88.88888888888889
sim5354,9,8,88.88888888888889
sim5355,9,8,88.88888888888889
sim5356,9,4,44.44444444444444
sim5357,9,3,33.33333333333333
sim5358,9,8,88.88888888888889
sim5359,9,3,33.33333333333333
sim5360,9,5,55.55555555555556
sim5361,9,4,44.44444444444444
sim5362,9,8,88.88888888888889
sim5363,9,8,88.88888888888889
sim5364,9,2,22.22222222222222
sim5365,9,8,88.88888888888889
sim5366,9,8,88.88888888888889
sim5367,9,8,88.88888888888889
sim5368,9,5,55.55555555555556
sim5369,9,2,22.22222222222222
sim5370,9,5,55.55555555555556
sim5371,9,8,88.88888888888889
sim5372,9,1,11.11111111111111
sim5373,9,7,77.77777777777779
sim5374,9,6,66.66666666666666
sim5375,9,3,33.33333333333333
sim5376,9,6,66.66666666666666
sim5377,9,8,88.88888888888889
sim5378,9,4,44.44444444444444
sim5379,9,8,88.88888888888889
sim5380,9,4,44.44444444444444
sim5381,9,4,44.44444444444444
sim5382,9,7,77.77777777777779
sim5383,9,7,77.77777777777779
sim5384,9,8,88.88888888888889
sim5385,9,2,22.22222222222222
sim5386,9,4,44.44444444444444
sim5387,9,4,44.44444444444444
sim5388,9,2,22.22222222222222
sim5389,9,8,88.88888888888889
sim5390,9,8,88.88888888888889
sim5391,9,7,77.77777777777779
sim5392,9,8,88.88888888888889
sim5393,9,7,77.77777777777779
sim5394,9,5,55.55555555555556
sim5395,9,8,88.88888888888889
sim5396,9,2,22.22222222222222
sim5397,9,8,88.88888888888889
sim5398,9,5,55.55555555555556
sim5399,9,8,88.88888888888889
sim5400,9,4,44.44444444444444
sim5401,9,5,55.55555555555556
sim5402,9,4,44.44444444444444
sim5403,9,8,88.88888888888889
sim5404,9,2,22.22222222222222
sim5405,9,8,88.88888888888889
sim5406,9,8,88.88888888888889
sim5407,9,9,100.0
sim5408,9,8,88.88888888888889
sim5409,9,8,88.88888888888889
sim5410,9,8,88.88888888888889
sim5411,9,4,44.44444444444444
sim5412,9,8,88.88888888888889
sim5413,9,2,22.22222222222222
sim5414,9,8,88.88888888888889
sim5415,9,4,44.44444444444444
sim5416,9,7,77.77777777777779
sim5417,9,3,33.33333333333333
sim5418,9,6,66.66666666666666
sim5419,9,2,22.22222222222222
sim5420,9,8,88.88888888888889
sim5421,9,8,88.88888888888889
sim5422,9,9,100.0
sim5423,9,8,88.88888888888889
sim5424,9,4,44.44444444444444
sim5425,9,8,88.88888888888889
sim5426,9,8,88.88888888888889
sim5427,9,7,77.77777777777779
sim5428,9,5,55.55555555555556
sim5429,9,6,66.66666666666666
sim5430,9,7,77.77777777777779
sim5431,9,5,55.55555555555556
sim5432,9,2,22.22222222222222
sim5433,9,7,77.77777777777779
sim5434,9,2,22.22222222222222
sim5435,9,6,66.66666666666666
sim5436,9,8,88.88888888888889
sim5437,9,2,22.22222222222222
sim5438,9,3,33.33333333333333
sim5439,9,8,88.88888888888889
sim5440,9,8,88.88888888888889
sim5441,9,7,77.77777777777779
sim5442,9,3,33.33333333333333
sim5443,9,8,88.88888888888889
sim5444,9,8,88.88888888888889
sim5445,9,4,44.44444444444444
sim5446,9,2,22.22222222222222
sim5447,9,2,22.22222222222222
sim5448,9,6,66.66666666666666
